,content,title,url
0,"안녕하세요.경력 9년차 개발자입니다.보유지식 : C#, JAVA, Kotlin, WPF, REST API 등맞춤형 과외를 진행해드리고 있습니다.입문자 효율적으로 개발공부 하고싶으신 분취업준비 : 코딩테스트, 기초사전지식, 이력서 작성 등포트폴리오 : 회사가 원하는 or 준비해야하는 준비물 등실무자회사업무를 진행하다 사수가 없어서 막힌부분을 해결하고 싶으신 분신속한 소스분석 / 정확한 구글링 방법등미래의 대한 준비 : 연차수에 맞는 개발능력이 맞는지, 물경력 타파이직준비 : 이력서 작성 및 준비사항 등 지원방법이름 / 나이 / 연락처 / 사는곳 / 직업 / 신청이유지원은 아래 메일로 보내주세요.tutorings90@gmail.com",개발과외 합니다.,https://www.inflearn.com/studies/1156617/개발과외-합니다
1,"[ 객체지향의 사실과 오해 ] 스터디를 모집합니다!교재 링크 : 객체지향의 사실과 오해 [ 위키북스, 조영호 저 ][ 소개 ]저는 현재 자바 백엔드 개발 직무를 희망하는 대학교 4학년 학생입니다!공부를 하다보면 애매하게 아는 내용도 무심결에 넘어가버리곤 하더라구요.같이 객체지향에 대해 스터디하며 의견도 나누고, 열심히 공부해요 :)[ 모집 인원 ]4 ~ 5명 예정[ 학습 기간 ]1주차 - 1장2주차 - 2, 3장3주차 - 4, 5장4주차 - 6, 7장 ( 종료 )[ 진행 방식 ]1. 1주간 책을 읽은 후 해당 내용에 관한 최소 1개 이상의 질문을 만들고, 깃허브 이슈에 올리기2. 매주 1명의 이슈 관리자를 랜덤하게 뽑아, 이슈에 적힌 질문에 대한 답변 달아주기3. 매주 정해진 날짜 안에 정리한 책 내용을 깃허브 PR 로 올리기시작 날짜는 2월 초 정도로 생각중이고, 매주 제출 날짜는 스터디 멤버가 다 모이면 함께 정할 생각입니다.온라인으로 진행할 예정이니, 착오가 없으시길 바랍니다!관심있으신 분들은 오픈채팅방으로 간단한 자기소개 보내주시면 연락드리겠습니다.링크 : 카카오톡 오픈채팅방읽어주셔서 감사합니다 🙂",[ 객체지향의 사실과 오해 ] 스터디를 모집합니다!,https://www.inflearn.com/studies/1156389/객체지향의-사실과-오해-스터디를-모집합니다
2,"스터디 목표 : 혼자서는 죽어도 공부 시간 안내는 나를 위한 퇴근 후 개인 공부 시간 확보예상 스터디 일정(횟수)화요일, 목요일(공휴일 제외) 오후 7시 30분-8시 30분 진행위의 적힌 시간은 코어 시간대일뿐 더 일찍 와서 해도 되고 더 늦게 까지 공부하셔도 됩니다.또한 위의 요일 외에도 단톡방에서 개별 모집하여 진행하셔도 괜찮습니다. 멋지십니다.예상 커리큘럼 간략히화, 목에 지정한 위치로 오셔서 인사 가볍게 나누고 바로 개인 공부 진행합니다.장소는 문정역 근처에 있는 카페에서 진행할 예정입니다.예상 모집인원 : 6명 스터디 관련 주의사항 :1. 본 스터디는 영원불멸로 계속 하는 것이 아닌 3월 29일까지만 진행하려 합니다.2. 평일 퇴근 후 스터디인지라 출결을 빡빡하게 하진 않으려 합니다. 스스로 열심히 하실 분들이 오시면 좋겠습니다.3. 개발자뿐 아니라 다른 공부 하시는 분들이 오셔도 상관없습니다. 같이 공부해요.4. 직장인뿐만 아니라 취준 혹은 다른 형태의 분들도 오셔도 괜찮습니다. 스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)https://open.kakao.com/o/gbQFkh5f위의 주소로 오신 후 간단히 인사해주시면 안내드리겠습니다.",평일 퇴근 후 문정역 오프라인 스터디 인원 모집합니다.,https://www.inflearn.com/studies/1155973/평일-퇴근-후-문정역-오프라인-스터디-인원-모집합니다
3,"평소에 기술 검토 및 학습을 해두는게 좋겠다는 생각에 만들게 된 스터디 입니다.- 경력자일 수록 경력자 다운 답변을 원해- 내가 아는 줄 알았는데, 사실은 모르는 거였어- 꼬리 질문이 나오면, 항상 막혀- 혼자서 준비하면, 잘 안되더라- 남들 앞에서 말하는게 너무 어려워 이 모든것에 대해 대비 합니다.현재 이미 함께해주신 분들이 만족해주셨고, 기존 참여자의 사정으로 인해 인원을 충원합니다 📚 스터디 방법- FE 에 기술 주제가 주어집니다. (스터디 리더가 제시합니다)- 평일간 주제에 대한 정보 수집 및 학습을 해옵니다.- 평일 온라인 1회(1시간) 진행합니다.중간 점검을 합니다.가벼운 질의응답을 주고받습니다.- 주말 오프라인 면접 1회(2시간)은 강남역에서 이뤄집니다.스터디 리더는 면접관 역할을 맡습니다.참가원은 돌아가며, 면접관 역할을 맡습니다.참가원 1명씩 자기차례에 지원자로 모의 면접에 임합니다.- 스터디 리더는 각 면접자들에 대한 간단한 피드벡을 전달합니다.📅 스터디 기간- 1주일간 진행합니다. (1주일 단위로 주기적으로 Open 할 예정입니다)- 평일 온라인 1일(1시간) + 주말 오프라인 1일(2시간)📅 모집 기간1.28까지 모집선착순 입니다. ⏰ 스터디 시간- 평일 온라인(1회) 퇴근 후 시간 저녁 10시 ~ 12시 사이에서 조율 하겠습니다.- 주말 오프라인(1회) 토요일 오전 10 ~ 12시에 진행 하겠습니다.- 평일은 1시간, 주말은 2시간 진행합니다.👬 스터디 정원- 5명 (2/5)📍오프라인 장소- 서울 강남역 부근 스터디룸📍상세페이지https://chestnut-bat-4d9.notion.site/FE-a8453e853ef24a34a94fecd9411393f3?pvs=4참여 의사가 있으신 분은디스코드 채널에 접속하셔서, 메시지로 참여 의사를 남겨주세요.https://discord.gg/tvxSTVAa3N",프론트엔드 기술 면접훈련 (in 서울),https://www.inflearn.com/studies/1155815/프론트엔드-기술-면접훈련-in-서울
4,"📍모집 공고▪모집 기간: 01.08(월) ~ (모집 정원 마감때까지)▪모집 인원: 00명(해당 언어별 모집되는 인원에 따라 변동이 있습니다)▪모임장소 : 서울 인근(인원에 따라 유동적)▪지원 방법: 구글폼 작성(하단에 있습니다) 😟문과는 코딩 안할 줄 알았던 사람🧐남들 다 하는 코딩 찍먹 해보고 싶은 사람🙄다들 코딩, 코딩 하는데 그게 뭔지 같이 좀 알고 싶은 사람🫣코딩 배워보고는 싶은데 혼자서는 도저히 엄두가 안나는 사람(하나라도 해당된다면 당신은 저희와 함께하실 수 있습니다!) 이젠 코딩이 기초 교육이 되는 시대!꼭 이공계 전공이 아니더라도 프로그래밍 언어 하나쯤은 할 줄 알아야 하는 지금!이번 방학 동안 대표적인 언어 파이썬, C++, JAVA 중 하나라도 마스터 해보고 싶은 사람을 찾습니다!!코딩 기초 스터디는 코딩과 전혀 관계 없는(줄 알았던) 전공을 가진 대학생들이 모여 만든 스터디입니다!! 📍기본 커리큘럼-파이썬: 머신러닝, 데이터 사이언스 등에 사용되는 언어(제일 쉬워요)1회차: 파이썬 기본 개념 및 노트북 세팅2회차: 변수, 문자열 등 기본 데이터3회차: 리스트, 튜플 등 자료구조4회차: 반복문5회차: 함수 -C++: 온라인 게임 개발, 임베디드 시스템 등에 사용되는 언어(게임 개발은 이거)1회차: C++ 기본 개념 및 노트북 세팅2회차: 변수3회차: 조건문4회차: 반복문5회차: 함수 -JAVA: 안드로이드 앱 개발 등 IT계열 전반에 사용되는 언어(취업 제일 잘된대요)1회차: JAVA의 기본 개념 및 노트북 세팅2회차: 변수3회차: 연산자4회차: 조건문과 반복문5회차: 배열(각 언어의 커리큘럼은 변경될 수 있습니다) 🤖당신은 로봇이 아닙니까?(지원해주세요) : https://forms.gle/uFkYZwESyyhciLkd6",[재업로드] 언어별 기초 마스터하실분!! 모집합니다!!,https://www.inflearn.com/studies/1154632/재업로드-언어별-기초-마스터하실분-모집합니다
5,"*디스코드 (온라인) 모임입니다.성별/나이/종교/사용하는 언어 불문하고 꾸준히 소통하면서 같이 공부할 사람을 구합니다.저는...안녕하세요, 저는 프론트엔드 포지션으로 취업을 준비하는 개발자입니다, 라고 말은 매번 하지만 여러 분야에 두루두루 관심 많고 이것저것 다 잘하고 싶은 개발자입니다. 이번에 취업 준비를 시작하면서 저와 비슷한 분과 같이 공부하면 좋지 않을까 생각해서 이 글을 올려봅니다.제가 관심 있는 분야:할 일 관리생산성터미널 환경(CLI 앱)(Neo)vim노트 앱맞춤법 이 모임은...디스코드로 소통합니다. 디스코드 사용에 익숙하고 앱을 상시로 켜놓는 분이면 좋겠어요.기본적으로 LeetCode 문제 풀이를 같이할 생각입니다. 쉬운 문제부터 풀 생각이고 일주일에 할당된 문제를 각자 풀고 모여서 얘기하는 시간을 갖습니다.그치만 문제 풀이만 하는 모임은 아니었으면 좋겠습니다. 편하게 개발 관련 대화도 나누고 어떤 고민이 있는지 나누고 싶습니다. 평소에는 음성 채널에서 같이 작업을 하는 것도 생각 중입니다.스터디 일정 또는 횟수를 정해놓은 모임이 아닙니다. 꾸준히 대화하면서 관계를 이어 나가고 싶습니다.언어/분야 제한이 없습니다. 저는 자바스크립트가 익숙하지만, 다른 언어를 배우는 것도 좋아합니다. 따라서 프로그래밍 언어나 타 분야에 관심이 많은 분이 들어오셨으면 좋겠습니다.추가로...영어 독해/청취를 두려워하지 않는 분이면 좋겠습니다. 영문 자료를 공유해서 같이 읽고/보고 싶어요. 예상 모집 인원저를 포함해서 (최대) 4명입니다. 5명 이상이면 제가 관리가 힘들 것 같아요. 주의 사항글을 다시 한번 읽어보시고 지원해주세요. 벌금을 모으거나 강퇴를 해야 하는 상황이 오지 않았으면 좋겠습니다...😢 지원 방법IRC 프로토콜을 이용하는 클라이언트 (웹)앱을 찾아서 irc.libera.chat 서버로 접속한 후에 ##mogakko 채널을 찾아주세요 (/join ##mogakko). 닉네임은 자유지만 깃허브 아이디로 하면 편할 것 같아요. 그 후에 디스코드 채널로 옮겨드릴게요.mappers-spuds0g@icloud.com로 메일 보내주세요!",디스코드 모각코 같이 할 분 찾아요!!,https://www.inflearn.com/studies/1154507/디스코드-모각코-같이-할-분-찾아요
6,"안녕하세요!새해에 2주에 한번씩 스터디 모집을 목표로 계속 달리고 있는 플랫포머 스터디입니다 😊😊​전번에 했던 배포 스터디, Docker 중급 스터디를 잘 마무리하고이번에 새로 업그레이드해서 스터디를 계속 진행하고 있습니다! 이번엔 Docker 고급(Nginx) 스터디를 모집합니다!​이전 배포 스터디 - SpringBoot jar -> AWS EC2 서버에 배포, 그리고 Docker, Jenkins로 배포 자동화를 구축하는 작업을 하였고​Docker 중급 스터디에서는 DB(MySQL)를 중점으로, AWS RDS, Docker 컨테이너로 연동해 스터디를 하였습니다.​이번 진행할Docker 고급 스터디는 Docker로 Nginx 를 활용해 무중단 배포를 하는 스터디를 할 것입니다!​​스터디 목표!1) 🚀 SpringBoot REST API 구축, Docker 컨테이너로 만들기SpringBoot와 JPA를 활용하여 REST API를 개발합니다.Docker 컨테이너를 사용하여 애플리케이션을 실행합니다.​2) 💻 로컬에서 테스트하기!로컬 환경에서 애플리케이션을 확인하고 테스트합니다.​3) ☁ AWS EC2 활용해서 Docker Application 만들기AWS의 가상 서버 서비스인 EC2를 통해 클라우드 환경을 구축하고 관리하는 방법을 학습합니다.​4) 🛠 Jenkins 배포 도구 활용(옵션)Jenkins를 사용하여 Freestyle or pipeline 프로젝트를 구성하고,자동화된 빌드 및 배포 프로세스를 구현합니다.​5) 👻👻 Docker 기반 Nginx를 이용한 무중단 배포하기Docker와 Nginx를 활용하여 애플리케이션의 무중단 배포를 구현하고,Nginx의 고급 기능(로드밸런싱, 리버스 프록시 등)을 탐구합니다.​​과거 스터디를 하면서 스터디원들의 평가와 후기 👀그리고어떤방식 등으로 진행했는지는 카페를 개설해 이력을 남기고 있으니 거기서 한번 확인해보셔도 좋을 것 같습니다.https://cafe.naver.com/platformerwebdev제 스터디들의 큰 줄기는 ""이론 -> 실습"" 입니다.​스터디의 취지는 이 과정을 처음부터 끝까지 하여 AWS 인프라 & 배포 능력에 자신감을 가질 수 있 경험을 만들고자 함! 입니다.​기간: 딱 하루! 02/03시간: 토요일, 오후 5:00 ~ 8:00(3시간)​장소: 강남역 스터디룸모집인원 : 오프라인 최대 5명 모집비용: 스터디 참여비용은 유료, (Notion 페이지 참조✅)관련 디테일한 내용은 Notion 페이지를 참고해주세요!https://www.notion.so/Docker-9c41f6af52854ee4abd99beca308bbc0?pvs=4 ​온라인 or 오프라인 모두 스터디 참가 가능합니다!참여하고 싶은 분들은간단한 자기소개와 함께 1대1 오픈카톡방에 문의 주시기 바랍니다 :) 감사합니다!https://open.kakao.com/o/sp9Zic5f",(강남역) Docker 고급(Nginx) 스터디 모집!,https://www.inflearn.com/studies/1154316/강남역-docker-고급-nginx-스터디-모집
7,"안녕하세요!저희는 유니콘/빅테크 개발자/메이커로 이뤄진 멘토팀입니다!이력서 피드백을 제공하기 시작해서 받아보실 분들을 모집하고 있습니다~ 바쁘신 분들을 위해 간단한 소개!현업 서류검토관들의 실제 피드백이력서, 포트폴리오, 블로그 등 신청자의 전반적인 서류를 검토검토 후 종합적인 피드백커피 한잔 값의 비용 이런 분들에게 추천!매번 서류탈락을 하시는 분서류 피드백을 받아보고 싶은 분신청 및 자세히보기https://bit.ly/3tX36wX",이력서 탈락하시는 분들 피드백 해드립니다!,https://www.inflearn.com/studies/1154169/이력서-탈락하시는-분들-피드백-해드립니다
8,"안녕하세요!! Javascript를 활용한 웹개발 면접 스터디를 함께할 팀원을 찾고 있습니다. Javascript를 활용한 웹개발 취준 중이신 분들은 다 환영합니다!! 😃모집인원 : 1명 -> 토요일, 일요일 중에 하루를 선택. 매주 참여.-> 각 요일마다 5~6명 참여 예정.스터디 일정 : - 1월 20일 시작. - 매주 토요일 오후2시 혹은 일요일 오후 2시. - 4주간 진행스터디 소요 시간 : 3시간 -> 1인당 30분 소요장소: 삼성역에 있는 사무실에서 진행할 예정입니다! 무료이니 장소 대여료는 걱정하지 않으셔도 됩니다!!자격요건: JavaScript 및 TypeScript를 사용하여 웹 개발 직무로 취직을 희망하시는 분. 이력서가 완성되신 분들.스터디 진행 방식: 모의 면접 방식. 한사람당 30분씩 모의 면접 진행.주의 사항: 서로의 이력서를 참고해서 모의 면접을 진행할 예정이기 때문에 이력서 공개가 어려우신 분들은 신청에 주의해주시기 바랍니다 😃신청 방법: 오픈 카톡으로 참여의사 밝혀주시면 됩니다. 🙂질문이 있으신 분들은 편하게 오픈채팅방으로 질문해주세요! 😁",(삼성역) 자바스크립트 면접 스터디 팀원 모집합니다!! :),https://www.inflearn.com/studies/1153626/삼성역-자바스크립트-면접-스터디-팀원-모집합니다
9,"[개발 스터디 모집 내용 예시]스터디 주제 : Git스터디 목표 : Git에 익숙해지자예상 스터디 일정(횟수) : 4회예상 커리큘럼 간략히 : 박미정의 깃&깃허브 입문 책을 가지고 학습합니다.https://goldenrabbit.co.kr/product/must-have-%EB%B0%95%EB%AF%B8%EC%A0%95%EC%9D%98-%EA%B9%83%EA%B9%83%ED%97%88%EB%B8%8C-%EC%9E%85%EB%AC%B8/1회차 - kick off / 자기소개 / 커리큘럼 소개 / git 소개2회차 - git 명령어 익히기 3회차 - 협업해보기4회차 - github action & git 커밋 이력관리하기예상 모집인원 : 10명스터디 소개와 개설 이유 : 스터디를 통해서 협업을 배웁니다.스터디 관련 주의사항 :스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)  신청 - 구글 폼 https://forms.gle/DwuhFRJGzZ18d6N78오픈채팅방 - https://open.kakao.com/o/gzt9LF5f",Git 같이 공부해보실래요?,https://www.inflearn.com/studies/1153423/git-같이-공부해보실래요
